timestamp,open,high,low,close,volume
2017-01-01,100.47579383339153,100.68395742156093,98.86783485335432,100.0,3217416.2100456026
2017-01-02,99.5649734878682,100.60551961266577,99.21032614582217,99.85260354824322,4031384.4418574763
2017-01-03,99.95596631592997,101.23713293957555,100.55678124602261,100.88261591263782,4421842.336044029
2017-01-04,103.23054116455687,104.10917792004054,102.65132123755899,103.24785402259776,2893887.0831222627
2017-01-05,103.18569401695565,103.5190972560925,102.39230970175996,102.94716523322631,3540374.603470575
2017-01-06,102.65381606682016,103.13005094897493,102.05687099041663,102.64737749245248,4425959.364753289
2017-01-07,105.43997740225095,105.77734471239907,104.56808151905864,105.14049672916254,1106045.2421664873
2017-01-08,106.17590255284269,107.55480384817834,105.51922053169638,106.41390805665525,3573152.8737694127
2017-01-09,105.48753367362046,106.52740344996649,104.68522587788243,105.72837733939168,4844762.255295657
2017-01-10,105.80071557929546,107.42105104848177,105.9862646893295,106.65227426105831,1072887.302606199
2017-01-11,105.59121658255127,106.63971781481861,105.59392009237662,105.97489736254603,4379501.243877818
2017-01-12,104.49401663350939,105.97242475797476,104.85342356763687,105.29814735846418,3786948.6614566026
2017-01-13,106.38532163953073,106.86482790439537,104.7202842914736,105.74349893077749,2128138.290285226
2017-01-14,103.78039657857094,103.49853662594222,102.01863272679577,102.77219081755722,2650470.707645706
2017-01-15,101.03777051381746,101.0139207331474,99.57506336142525,100.1747503626332,4433651.007372047
2017-01-16,98.60104004293622,100.24261075232874,98.53520329515847,99.38995001974475,4610211.626718267
2017-01-17,98.71435325241849,98.86923502225487,97.308602259275,97.93960547332938,2556806.7149366527
2017-01-18,98.10422044672197,99.11904962712256,98.12510482828388,98.46002813324479,4800247.86820322
2017-01-19,97.07784374415174,98.1815063595973,96.13029984766492,97.17804300980251,2172843.086792258
2017-01-20,95.73271250427915,95.89723839387676,94.41771984055922,95.17767618813943,4158472.5711782156
2017-01-21,97.42364863966624,97.85588849027799,96.98417432325427,97.32723845286172,2766122.005493508
2017-01-22,96.36302589492502,97.8628300659712,96.42059003748496,97.05602203841657,4046042.526869889
2017-01-23,97.60330043433501,97.74813021588008,96.6877087980389,97.21256593547571,1291052.025456774
2017-01-24,94.40292836017699,96.20356029908456,94.61662229291206,95.19334207013111,4946558.314004702
2017-01-25,95.31819340654113,95.05511327253713,93.66153040767338,94.47313391168124,4944004.255291483
2017-01-26,95.21185009516229,95.43494192567161,94.13348760304193,94.6870058621006,3233616.9989432204
2017-01-27,93.09532263987231,93.98763918105784,92.65224944265361,93.10905603142848,1045414.5790696762
2017-01-28,92.97295825759484,94.13341855554869,93.21144338190739,93.68963478266299,3596841.208464254
2017-01-29,92.66924944267252,93.76689053999306,91.79081402377639,92.90174427111015,2142848.345127443
2017-01-30,91.64799059732157,93.22449991631964,91.36585867046375,92.55100244544117,4879515.306830556
2017-01-31,90.80673445670686,90.53594907327081,89.44078550433079,89.9201847459014,1295186.2589415954
2017-02-01,90.90875318818462,91.64305099071089,89.95660206468128,90.6740911101086,3782994.7559384685
2017-02-02,89.60988812710406,89.60915019387518,88.20652817424623,88.89665601378819,1181785.5213658314
2017-02-03,87.46195374499662,88.30229204969646,86.8038656741697,87.5395895381952,3480530.391206147
2017-02-04,88.41212036393667,89.0972290926486,88.1222982681749,88.67219195165178,3334624.447403488
2017-02-05,87.44677596586948,87.74906421600606,86.44964308294901,87.10157202972499,3144385.4653764814
2017-02-06,86.83679230962808,88.14285937688636,86.76968188595744,87.42671818491323,4643708.73797537
2017-02-07,85.101861311131,85.96143942581449,83.99578920761499,84.90926130098671,2672972.1451624753
2017-02-08,82.47980244854004,84.30890594573427,82.75666159311037,83.26857741353368,2505853.4675121983
2017-02-09,83.72174346582948,84.61580843096226,83.01949934135315,83.56442388586217,2523563.426524086
2017-02-10,84.4872718208137,85.6007921883,83.48214376751548,84.54020555493788,2659278.0093506607
2017-02-11,85.33897401614654,85.15658175137897,84.11071186805258,84.80824232403178,4998870.693144523
2017-02-12,85.46554832059498,85.59520661703081,83.68432759900426,84.7120083560691,4398589.562709646
2017-02-13,85.14648767330755,84.88566545282252,84.01009762540244,84.3802290794307,3424698.53780352
2017-02-14,82.3252865888685,83.13633405552642,82.00437637416012,82.55948685318567,1454230.368798516
2017-02-15,81.75052726589654,82.41165341807776,80.88579709749632,81.71757301840802,4408726.00127416
2017-02-16,81.04522169945834,81.86277588254569,80.38201949724676,81.20196932620382,1536060.913802563
2017-02-17,82.87518453522733,83.04952532378952,82.07286291182123,82.5382966066117,1851856.6460356428
2017-02-18,83.16253178780454,83.30173447811595,82.59795381593122,83.01324460913352,2568976.1803989294
2017-02-19,80.8903432618974,81.63687009892223,80.35704908721885,80.86771730080623,4134612.0509645725
2017-02-20,82.04036154986692,81.9325696247335,80.57700842703727,81.30935689346785,1588293.9237161519
2017-02-21,80.82237168723746,81.6627599999275,80.25998645538428,80.88848061902812,4920130.301141908
2017-02-22,79.69931758653557,80.63168345373316,79.45396578539204,80.11568582586439,1303453.3124346556
2017-02-23,80.31445904778074,81.21957852711493,80.56936299569665,80.8988282181185,3563498.9792128582
2017-02-24,82.15566104876456,82.62423806082471,81.55853369380331,82.1984673139998,3670230.9540841086
2017-02-25,82.84384332029936,83.76453180117905,83.08675050979693,83.39603337085846,2114361.3561278344
2017-02-26,82.33162614592088,82.72161352179933,82.05851834142268,82.39625980229971,1825334.87362317
2017-02-27,81.3074149833603,82.62484274867909,81.41848043500217,82.06352840936025,4197641.59563617
2017-02-28,83.21514854002858,82.96747432366129,81.64812109513697,82.5205362166154,1244311.839419455
2017-03-01,83.2489847937049,84.44347674770523,83.13648844990206,83.77758614325002,1837397.2933468411
2017-03-02,83.00749671951048,83.78892308452383,82.60144749385852,83.22569178010532,2850138.864532592
2017-03-03,83.3982006776487,83.50049678840463,82.46197179763577,83.04385324365289,4580827.350748797
2017-03-04,81.62962020440798,82.34907025090406,81.29202724444578,81.71556476730393,3130469.065820093
2017-03-05,79.52761365884948,80.70511646274947,79.84849449223675,80.29836360818719,2288316.662332713
2017-03-06,81.96040429788033,81.74983563798385,80.98244977817885,81.32521003526686,3374369.8142161947
2017-03-07,80.72943866928252,82.24345778611855,80.71938923015502,81.40194853830906,3148426.167274191
2017-03-08,79.14092789124736,80.4916751502348,79.13677929808817,79.73482427349907,2135103.623194898
2017-03-09,79.15973198607679,79.99244021220375,78.8165166715203,79.38821647158463,4946060.9951719185
2017-03-10,79.3119955176136,80.3729318734229,79.42953773884959,79.86649398707364,1983830.9135380324
2017-03-11,78.62456761068016,79.48568729632943,78.76123443331636,79.1415620884342,4587061.698505701
2017-03-12,80.38618928951342,80.0565313556748,79.2188632831566,79.61806821696473,1448155.6086722093
2017-03-13,82.01951597913182,82.28626151454063,80.76645933767752,81.50267156193101,2031611.3081797594
2017-03-14,81.60030673794134,82.04933543801359,80.86667972424506,81.50777439638402,3286450.7578795995
2017-03-15,83.17528978508508,84.1190051977718,83.06918565479378,83.46963839265418,2701745.754465667
2017-03-16,80.4172048696351,80.71989045645779,79.82120466882333,80.23968252790031,2154522.212961023
2017-03-17,81.33003974580176,81.74197327649235,80.64416765068907,81.27706427771636,1207294.1472897076
2017-03-18,82.22992285539762,81.81700137454375,81.07783606264366,81.4319544686887,2289415.379898892
2017-03-19,81.53775303509383,81.70554358564424,80.27495230202781,81.11558234713581,3382554.9624313773
2017-03-20,81.97410748553061,81.83174192144878,80.75018537780167,81.27590012892364,4322477.631150916
2017-03-21,79.59325865572873,79.44376083536112,77.98314744431018,78.90154387996417,1724932.2646626406
2017-03-22,79.2268606350593,79.1894458653467,78.24429140315698,78.68889803983106,1559089.506505158
2017-03-23,78.62610486965814,79.69856288314749,78.6382680279908,79.15762329958142,4258298.880925529
2017-03-24,81.57067906093891,81.64642590469678,80.3619720715155,80.95991657461633,2569780.4296905417
2017-03-25,80.31911051090518,81.07363974870329,79.72089527024804,80.37910582004297,2205511.4966565683
2017-03-26,80.08748771302592,80.14831436768021,78.90701456230823,79.4525433906083,2535564.8854928454
2017-03-27,78.29767486376343,79.70919216728558,78.23275436592307,78.9022268174885,4759328.4944539005
2017-03-28,80.50361136138888,80.59830114880462,79.5695941015231,80.03297713638108,3480291.023714054
2017-03-29,79.91502698826159,81.28712764420324,79.71617054919804,80.4756608733072,2246888.271182193
2017-03-30,79.99611621894148,80.48044841060832,79.5718721990935,79.88445423229324,4049834.7429627622
2017-03-31,79.92016408532061,81.20777021266284,79.59731702435872,80.54741623637467,4385809.166938073
2017-04-01,80.14791033483995,81.13066135952042,80.14980059571691,80.71303487273465,1917005.580930566
2017-04-02,82.25201704770438,82.76395239009128,81.1489697927825,81.93419684716102,3170897.773390385
2017-04-03,81.78319949900283,81.56558181681552,80.74212270820622,81.12052501940573,3333567.179064482
2017-04-04,80.21051587562745,81.31903698124567,80.00232223859715,80.77049545400243,3344919.328067189
2017-04-05,80.94185389858102,81.00277995261766,79.97216478364737,80.34389620427426,4728473.12993445
2017-04-06,78.95423172158351,79.34045663186153,77.80503851789233,78.62833514570487,1610156.1716570454
2017-04-07,79.39846281012134,79.70076507648982,78.43973763496653,79.02476381261937,4737468.05907606
2017-04-08,80.15137579515691,80.11584219398162,78.8538259627187,79.38162613929777,4355592.345783737
2017-04-09,79.46527198343234,80.03242229892899,78.85647084302906,79.43534383253342,3365101.742979717
2017-04-10,79.68322838082823,79.56017672309379,78.72250239699827,79.20348739485779,1018528.0920184114
2017-04-11,76.62346324175549,76.45076480407478,75.46361622512713,75.98540525849194,2385383.977463845
2017-04-12,73.62408455644363,74.62516402549186,73.55231648119869,74.03184481667097,2809758.0645307736
2017-04-13,72.09795415397511,72.52033936148682,71.80365287116656,72.2150502086686,4659383.6042724
2017-04-14,70.69413461135878,71.90698600798537,70.85157358383123,71.38933183962212,3654149.4880668423
2017-04-15,71.13777748387116,71.8340056557922,70.95769696624033,71.25945425085918,1341398.6723145754
